lead_id,fecha_registro,canal,empresa_id,punto_venta_id,modelo_cotizado,precio_lista,horas_al_primer_contacto,numero_contactos,manifesto_cuota_inicial,forma_pago_declarada,pidio_cita,desenlace
HX-01372,2026-07-18,WhatsApp,EMP-03,PV-013,Suzuki GN 125,7490000,24,6,NO_INFORMA,credito,NO,Perdido
HX-01373,2026-03-08,Meta Ads,EMP-02,PV-009,AKT Dynamic R3 125,5590000,,0,NO_INFORMA,credito,NO,Sin gestión
HX-01374,2026-04-05,WhatsApp,EMP-01,PV-005,Bajaj Pulsar RS 200,15490000,1,5,SI,credito,NO,Perdido
HX-01375,2026-07-23,Meta Ads,EMP-01,PV-001,Honda CB 125F Twister,7990000,2,3,NO,no_informa,SI,Cerrado
HX-01376,2026-03-03,Meta Ads,EMP-03,PV-015,AKT NKD 125,5290000,4,3,SI,contado,NO,Perdido
HX-01377,2026-07-20,WhatsApp,EMP-02,PV-008,Honda XRE 300,22900000,24,5,NO_INFORMA,credito,NO,Perdido
HX-01378,2026-03-11,WhatsApp,EMP-02,PV-009,Bajaj Pulsar NS 160,11290000,48,1,NO_INFORMA,credito,NO,Cerrado
HX-01379,2026-03-05,Meta Ads,EMP-03,PV-015,Hero Dash 110,6290000,72,1,NO_INFORMA,credito,NO,Perdido
HX-01380,2026-07-04,Meta Ads,EMP-03,PV-015,Bajaj Boxer CT 100,5790000,24,3,SI,contado,NO,Perdido
HX-01381,2026-03-18,Formulario Web,EMP-02,PV-006,Honda Dio 110,6890000,120,7,NO,contado,NO,Perdido
HX-01382,2026-06-11,Formulario Web,EMP-01,PV-002,Bajaj Pulsar NS 125,8990000,48,3,NO_INFORMA,contado,NO,Perdido
HX-01383,2026-03-11,Meta Ads,EMP-01,PV-005,Bajaj Discover 125,6990000,4,7,NO,credito,NO,Perdido
HX-01384,2026-06-25,WhatsApp,EMP-03,PV-014,Hero Dash 110,6290000,,0,NO,credito,NO,Sin gestión
HX-01385,2026-06-30,Meta Ads,EMP-03,PV-011,Bajaj Dominar 400,24900000,24,1,NO_INFORMA,credito,SI,Perdido
HX-01386,2026-05-27,Meta Ads,EMP-01,PV-005,Bajaj Pulsar RS 200,15490000,24,6,NO_INFORMA,credito,NO,Perdido
HX-01387,2026-06-04,Meta Ads,EMP-01,PV-005,Suzuki Gixxer 150,11990000,2,1,SI,no_informa,SI,Cerrado
HX-01388,2026-03-15,Meta Ads,EMP-03,PV-011,Honda Navi,7290000,72,3,SI,no_informa,NO,Perdido
HX-01389,2026-05-04,Meta Ads,EMP-01,PV-001,Suzuki GN 125,7490000,8,3,NO_INFORMA,credito,NO,Perdido
HX-01390,2026-04-12,WhatsApp,EMP-01,PV-004,Bajaj Dominar 400,24900000,48,1,SI,no_informa,SI,Cerrado
HX-01391,2026-07-15,WhatsApp,EMP-03,PV-012,Suzuki Best 125,6590000,72,6,SI,credito,NO,Perdido
HX-01392,2026-04-25,Meta Ads,EMP-03,PV-015,AKT TTR 200,9890000,72,4,NO_INFORMA,credito,NO,Perdido
HX-01393,2026-07-26,WhatsApp,EMP-03,PV-013,Bajaj Pulsar RS 200,15490000,48,7,SI,credito,NO,Perdido
HX-01394,2026-07-04,Meta Ads,EMP-02,PV-010,AKT Evo RS 150,7190000,2,2,NO_INFORMA,contado,SI,Perdido
HX-01395,2026-05-19,WhatsApp,EMP-03,PV-012,Suzuki Best 125,6590000,1,2,SI,no_informa,NO,Perdido
HX-01396,2026-06-10,Meta Ads,EMP-02,PV-006,Bajaj Pulsar RS 200,15490000,72,5,SI,credito,SI,Perdido
HX-01397,2026-03-07,WhatsApp,EMP-03,PV-013,Honda Dio 110,6890000,4,6,NO_INFORMA,contado,NO,Perdido
HX-01398,2026-04-08,WhatsApp,EMP-01,PV-002,Bajaj Pulsar RS 200,15490000,,0,SI,credito,NO,Sin gestión
HX-01399,2026-05-24,WhatsApp,EMP-03,PV-012,Bajaj Dominar 400,24900000,48,1,SI,credito,NO,Perdido
HX-01400,2026-04-20,WhatsApp,EMP-01,PV-001,Suzuki Gixxer 150,11990000,,0,NO_INFORMA,credito,NO,Sin gestión
HX-01401,2026-07-19,Formulario Web,EMP-03,PV-011,Suzuki Best 125,6590000,8,7,SI,no_informa,SI,Cerrado
HX-01402,2026-04-08,Meta Ads,EMP-02,PV-010,Suzuki Best 125,6590000,0.5,5,NO_INFORMA,contado,SI,Cerrado
HX-01403,2026-05-30,WhatsApp,EMP-02,PV-006,Suzuki Gixxer 150,11990000,120,5,NO_INFORMA,contado,NO,Perdido
HX-01404,2026-07-02,Meta Ads,EMP-02,PV-006,AKT Dynamic R3 125,5590000,1,7,SI,credito,NO,Perdido
HX-01405,2026-04-12,WhatsApp,EMP-03,PV-014,Honda XRE 300,22900000,120,1,NO,contado,SI,Perdido
HX-01406,2026-03-18,Meta Ads,EMP-02,PV-008,Bajaj Dominar 400,24900000,120,6,SI,credito,SI,Perdido
HX-01407,2026-04-05,WhatsApp,EMP-03,PV-012,Bajaj Dominar 400,24900000,1,7,SI,no_informa,NO,Perdido
HX-01408,2026-03-15,Formulario Web,EMP-02,PV-010,Bajaj Pulsar RS 200,15490000,16,2,SI,contado,SI,Perdido
HX-01409,2026-07-21,Formulario Web,EMP-02,PV-006,Hero Dash 110,6290000,0.5,7,SI,no_informa,NO,Cerrado
HX-01410,2026-03-11,WhatsApp,EMP-02,PV-006,Suzuki GN 125,7490000,1,1,NO_INFORMA,credito,NO,Perdido
HX-01411,2026-06-13,Meta Ads,EMP-02,PV-007,Suzuki Best 125,6590000,48,1,SI,credito,NO,Perdido
HX-01412,2026-07-07,WhatsApp,EMP-03,PV-012,Bajaj Discover 125,6990000,0.5,1,SI,credito,NO,Perdido
HX-01413,2026-06-09,WhatsApp,EMP-01,PV-002,AKT NKD 125,5290000,120,2,SI,credito,NO,Perdido
HX-01414,2026-06-03,Meta Ads,EMP-03,PV-015,Hero Xpulse 200,14990000,4,4,NO,credito,SI,Perdido
HX-01415,2026-05-24,WhatsApp,EMP-03,PV-011,Hero Hunk 160R,10490000,2,5,NO,credito,NO,Perdido
HX-01416,2026-07-04,Meta Ads,EMP-03,PV-012,Suzuki GN 125,7490000,4,4,NO,credito,SI,Cerrado
HX-01417,2026-06-06,WhatsApp,EMP-02,PV-006,Bajaj Pulsar NS 125,8990000,120,4,NO,contado,NO,Perdido
HX-01418,2026-04-06,Formulario Web,EMP-02,PV-007,Honda Navi,7290000,120,2,NO_INFORMA,contado,NO,Perdido
HX-01419,2026-07-11,Meta Ads,EMP-02,PV-010,AKT Evo RS 150,7190000,120,3,SI,credito,SI,Perdido
HX-01420,2026-05-22,WhatsApp,EMP-03,PV-013,Honda XR 150L,11490000,24,5,NO_INFORMA,contado,NO,Cerrado
HX-01421,2026-06-02,Meta Ads,EMP-01,PV-001,Hero Eco Deluxe 100,4990000,16,7,NO,credito,SI,Perdido
HX-01422,2026-05-23,WhatsApp,EMP-03,PV-011,Hero Xpulse 200,14990000,2,4,SI,credito,NO,Perdido
HX-01423,2026-05-08,Formulario Web,EMP-03,PV-014,AKT Dynamic R3 125,5590000,,0,NO,credito,NO,Sin gestión
HX-01424,2026-05-29,Formulario Web,EMP-02,PV-010,Bajaj Discover 125,6990000,1,6,NO,credito,SI,Perdido
HX-01425,2026-06-06,Meta Ads,EMP-01,PV-005,Bajaj Pulsar NS 125,8990000,24,5,SI,no_informa,NO,Perdido
HX-01426,2026-07-04,Meta Ads,EMP-03,PV-011,Bajaj Pulsar NS 160,11290000,24,3,SI,credito,NO,Perdido
HX-01427,2026-07-17,Meta Ads,EMP-01,PV-004,Honda Dio 110,6890000,48,1,NO,credito,SI,Perdido
HX-01428,2026-05-26,Meta Ads,EMP-01,PV-005,Honda CB 190R,13990000,,0,SI,credito,NO,Sin gestión
HX-01429,2026-05-28,WhatsApp,EMP-01,PV-005,Suzuki Gixxer 150,11990000,24,6,SI,credito,SI,Perdido
HX-01430,2026-06-04,Formulario Web,EMP-01,PV-002,Bajaj Pulsar NS 160,11290000,,0,NO_INFORMA,credito,NO,Sin gestión
HX-01431,2026-04-15,Meta Ads,EMP-03,PV-011,Honda CB 190R,13990000,24,2,NO,contado,NO,Perdido
HX-01432,2026-07-08,Meta Ads,EMP-01,PV-002,Honda CB 190R,13990000,72,7,NO_INFORMA,credito,SI,Cerrado
HX-01433,2026-04-20,WhatsApp,EMP-01,PV-003,Bajaj Discover 125,6990000,,0,SI,credito,SI,Sin gestión
HX-01434,2026-07-17,WhatsApp,EMP-03,PV-011,Hero Eco Deluxe 100,4990000,4,1,SI,credito,NO,Perdido
HX-01435,2026-07-20,Meta Ads,EMP-01,PV-005,Honda XR 150L,11490000,4,1,NO_INFORMA,no_informa,NO,Perdido
HX-01436,2026-03-12,WhatsApp,EMP-02,PV-008,AKT NKD 125,5290000,0.5,4,NO,credito,NO,Perdido
HX-01437,2026-04-27,Meta Ads,EMP-02,PV-007,Bajaj Boxer CT 100,5790000,72,7,SI,credito,SI,Perdido
HX-01438,2026-06-06,Meta Ads,EMP-02,PV-010,Hero Hunk 160R,10490000,2,2,NO_INFORMA,contado,NO,Perdido
HX-01439,2026-04-05,Formulario Web,EMP-02,PV-007,Bajaj Pulsar RS 200,15490000,16,3,NO,credito,NO,Perdido
HX-01440,2026-06-08,Meta Ads,EMP-03,PV-011,Bajaj Pulsar NS 125,8990000,24,3,NO,no_informa,NO,Perdido
HX-01441,2026-05-10,WhatsApp,EMP-01,PV-001,Bajaj Dominar 400,24900000,,0,SI,credito,SI,Sin gestión
HX-01442,2026-04-26,WhatsApp,EMP-02,PV-010,Honda Dio 110,6890000,2,1,NO,credito,SI,Perdido
HX-01443,2026-03-07,WhatsApp,EMP-03,PV-011,Bajaj Pulsar RS 200,15490000,48,2,NO_INFORMA,contado,NO,Cerrado
HX-01444,2026-03-21,WhatsApp,EMP-03,PV-015,Suzuki Gixxer 150,11990000,48,4,NO,contado,NO,Perdido
HX-01445,2026-05-10,Formulario Web,EMP-01,PV-001,Bajaj Boxer CT 100,5790000,24,2,NO_INFORMA,credito,NO,Perdido
HX-01446,2026-07-24,Meta Ads,EMP-02,PV-007,Hero Dash 110,6290000,4,5,NO,no_informa,SI,Perdido
HX-01447,2026-07-19,WhatsApp,EMP-01,PV-005,Bajaj Dominar 400,24900000,24,4,NO,no_informa,NO,Perdido
HX-01448,2026-04-18,Meta Ads,EMP-02,PV-006,Honda XR 150L,11490000,1,3,NO_INFORMA,credito,NO,Cerrado
HX-01449,2026-06-08,WhatsApp,EMP-03,PV-014,AKT Evo RS 150,7190000,24,3,NO,credito,NO,Perdido
HX-01450,2026-07-17,Formulario Web,EMP-01,PV-004,AKT NKD 125,5290000,72,2,SI,credito,NO,Perdido
HX-01451,2026-07-07,Meta Ads,EMP-03,PV-014,AKT NKD 125,5290000,24,7,SI,contado,SI,Perdido
HX-01452,2026-03-11,WhatsApp,EMP-02,PV-008,Hero Hunk 160R,10490000,1,1,SI,credito,NO,Perdido
HX-01453,2026-05-14,WhatsApp,EMP-02,PV-008,Honda XR 150L,11490000,8,4,NO_INFORMA,credito,NO,Perdido
HX-01454,2026-03-06,Meta Ads,EMP-01,PV-004,Bajaj Pulsar RS 200,15490000,2,7,NO,no_informa,NO,Cerrado
HX-01455,2026-06-21,WhatsApp,EMP-01,PV-001,Honda CB 125F Twister,7990000,16,6,NO,no_informa,NO,Perdido
HX-01456,2026-04-20,Formulario Web,EMP-02,PV-006,Hero Dash 110,6290000,0.5,5,NO,credito,NO,Perdido
HX-01457,2026-07-22,Meta Ads,EMP-01,PV-004,Suzuki V-Strom 250,21900000,72,7,NO,contado,SI,Perdido
HX-01458,2026-06-06,Meta Ads,EMP-01,PV-002,Honda CB 125F Twister,7990000,8,2,SI,credito,NO,Perdido
HX-01459,2026-04-07,WhatsApp,EMP-03,PV-014,Honda Dio 110,6890000,4,6,NO,credito,SI,Cerrado
HX-01460,2026-03-25,Meta Ads,EMP-03,PV-012,AKT Dynamic R3 125,5590000,48,7,SI,credito,NO,Perdido
HX-01461,2026-03-21,Formulario Web,EMP-02,PV-006,Hero Dash 110,6290000,1,6,SI,credito,NO,Perdido
HX-01462,2026-06-11,Meta Ads,EMP-02,PV-009,Bajaj Pulsar NS 160,11290000,8,1,NO,no_informa,NO,Perdido
HX-01463,2026-06-07,Meta Ads,EMP-01,PV-005,Suzuki GN 125,7490000,120,5,SI,credito,NO,Perdido
HX-01464,2026-05-29,WhatsApp,EMP-01,PV-002,Hero Hunk 160R,10490000,0.5,4,SI,contado,SI,Perdido
HX-01465,2026-07-25,Meta Ads,EMP-01,PV-001,Honda Navi,7290000,48,1,NO,credito,NO,Perdido
HX-01466,2026-04-20,Meta Ads,EMP-02,PV-008,Honda XRE 300,22900000,16,7,NO,credito,SI,Perdido
HX-01467,2026-06-15,WhatsApp,EMP-01,PV-005,Suzuki Best 125,6590000,,0,NO_INFORMA,credito,SI,Sin gestión
HX-01468,2026-04-09,Formulario Web,EMP-03,PV-012,Hero Xpulse 200,14990000,24,7,NO_INFORMA,credito,SI,Perdido
HX-01469,2026-03-18,Formulario Web,EMP-03,PV-011,Bajaj Pulsar NS 125,8990000,4,1,SI,no_informa,NO,Perdido
HX-01470,2026-04-27,WhatsApp,EMP-02,PV-010,AKT Dynamic R3 125,5590000,24,6,SI,credito,SI,Perdido
HX-01471,2026-03-12,Meta Ads,EMP-03,PV-015,Honda CB 125F Twister,7990000,0.5,1,NO,contado,SI,Perdido
HX-01472,2026-03-27,WhatsApp,EMP-03,PV-011,Bajaj Pulsar NS 125,8990000,16,2,NO,credito,SI,Perdido
HX-01473,2026-06-22,WhatsApp,EMP-03,PV-011,AKT NKD 125,5290000,,0,SI,no_informa,NO,Sin gestión
HX-01474,2026-06-25,Meta Ads,EMP-02,PV-006,Honda CB 125F Twister,7990000,16,7,NO_INFORMA,credito,SI,Perdido
HX-01475,2026-03-30,Formulario Web,EMP-02,PV-010,AKT Dynamic R3 125,5590000,2,5,SI,credito,SI,Perdido
HX-01476,2026-06-04,WhatsApp,EMP-01,PV-003,AKT Dynamic R3 125,5590000,1,5,NO,no_informa,NO,Perdido
HX-01477,2026-06-24,WhatsApp,EMP-03,PV-014,Suzuki Best 125,6590000,16,2,NO_INFORMA,credito,NO,Perdido
HX-01478,2026-07-26,WhatsApp,EMP-03,PV-012,Bajaj Dominar 400,24900000,4,7,SI,credito,NO,Perdido
HX-01479,2026-07-05,Formulario Web,EMP-02,PV-007,Hero Hunk 160R,10490000,48,2,SI,credito,NO,Perdido
HX-01480,2026-04-03,WhatsApp,EMP-02,PV-008,Bajaj Pulsar RS 200,15490000,,0,NO,credito,NO,Sin gestión
HX-01481,2026-06-23,WhatsApp,EMP-01,PV-002,AKT NKD 125,5290000,2,3,NO_INFORMA,credito,NO,Perdido
HX-01482,2026-06-30,WhatsApp,EMP-01,PV-003,Hero Dash 110,6290000,24,6,SI,credito,NO,Perdido
HX-01483,2026-06-12,WhatsApp,EMP-01,PV-001,Suzuki Best 125,6590000,72,3,SI,no_informa,NO,Cerrado
HX-01484,2026-07-24,Meta Ads,EMP-01,PV-004,Bajaj Pulsar NS 125,8990000,72,7,SI,no_informa,SI,Perdido
HX-01485,2026-03-30,Meta Ads,EMP-03,PV-014,Suzuki V-Strom 250,21900000,,0,SI,no_informa,NO,Sin gestión
HX-01486,2026-06-15,WhatsApp,EMP-01,PV-003,Bajaj Pulsar NS 160,11290000,16,2,NO_INFORMA,credito,NO,Perdido
HX-01487,2026-04-11,WhatsApp,EMP-02,PV-007,Honda XRE 300,22900000,2,3,SI,credito,NO,Perdido
HX-01488,2026-06-20,Meta Ads,EMP-02,PV-006,Honda CB 125F Twister,7990000,48,1,NO,credito,NO,Perdido
HX-01489,2026-03-23,Formulario Web,EMP-03,PV-014,Honda CB 190R,13990000,16,6,SI,contado,NO,Perdido
HX-01490,2026-03-08,Formulario Web,EMP-02,PV-009,Honda CB 190R,13990000,2,2,SI,credito,SI,Perdido
HX-01491,2026-06-26,WhatsApp,EMP-02,PV-006,Suzuki Best 125,6590000,24,6,SI,no_informa,NO,Perdido
HX-01492,2026-04-15,Meta Ads,EMP-02,PV-010,Bajaj Pulsar NS 160,11290000,0.5,1,NO,credito,NO,Perdido
HX-01493,2026-04-02,WhatsApp,EMP-01,PV-003,AKT NKD 125,5290000,72,1,SI,credito,SI,Perdido
HX-01494,2026-04-02,Meta Ads,EMP-01,PV-004,Honda CB 190R,13990000,1,6,NO_INFORMA,credito,SI,Perdido
HX-01495,2026-04-27,Formulario Web,EMP-03,PV-011,AKT Dynamic R3 125,5590000,24,5,NO,credito,NO,Cerrado
HX-01496,2026-06-15,WhatsApp,EMP-03,PV-015,Hero Xpulse 200,14990000,72,5,SI,no_informa,NO,Perdido
HX-01497,2026-03-29,Formulario Web,EMP-01,PV-002,Bajaj Pulsar RS 200,15490000,2,7,SI,credito,SI,Perdido
HX-01498,2026-07-01,Meta Ads,EMP-02,PV-007,Honda XRE 300,22900000,,0,NO_INFORMA,contado,NO,Sin gestión
HX-01499,2026-04-02,Meta Ads,EMP-01,PV-002,Suzuki Gixxer 150,11990000,16,1,NO_INFORMA,contado,NO,Cerrado
HX-01500,2026-07-20,WhatsApp,EMP-03,PV-013,Honda XR 150L,11490000,4,1,NO,no_informa,NO,Perdido
HX-01501,2026-03-02,Meta Ads,EMP-01,PV-002,Suzuki Gixxer 150,11990000,2,4,NO,credito,SI,Perdido
HX-01502,2026-05-15,Meta Ads,EMP-01,PV-002,Suzuki Gixxer 150,11990000,24,1,NO,credito,NO,Perdido
HX-01503,2026-04-18,WhatsApp,EMP-02,PV-009,Honda XRE 300,22900000,,0,SI,credito,NO,Sin gestión
HX-01504,2026-07-12,WhatsApp,EMP-02,PV-009,Honda CB 125F Twister,7990000,8,2,SI,no_informa,NO,Perdido
HX-01505,2026-04-10,WhatsApp,EMP-01,PV-003,Suzuki GN 125,7490000,2,6,NO,credito,NO,Perdido
HX-01506,2026-06-08,WhatsApp,EMP-02,PV-006,Honda Dio 110,6890000,16,2,NO,credito,SI,Perdido
HX-01507,2026-05-28,Formulario Web,EMP-03,PV-015,Hero Eco Deluxe 100,4990000,0.5,3,NO,credito,NO,Perdido
HX-01508,2026-06-20,Formulario Web,EMP-02,PV-008,Bajaj Pulsar RS 200,15490000,2,3,NO_INFORMA,contado,NO,Perdido
HX-01509,2026-07-11,WhatsApp,EMP-01,PV-003,Hero Hunk 160R,10490000,2,2,NO_INFORMA,no_informa,SI,Cerrado
HX-01510,2026-03-22,WhatsApp,EMP-03,PV-013,Bajaj Dominar 400,24900000,16,3,NO_INFORMA,credito,NO,Perdido
HX-01511,2026-03-06,WhatsApp,EMP-01,PV-004,Bajaj Boxer CT 100,5790000,24,3,SI,contado,NO,Perdido
HX-01512,2026-07-09,Meta Ads,EMP-02,PV-010,Hero Eco Deluxe 100,4990000,24,3,NO_INFORMA,contado,NO,Perdido
HX-01513,2026-05-19,Meta Ads,EMP-01,PV-001,Honda XRE 300,22900000,16,7,SI,credito,NO,Perdido
HX-01514,2026-03-28,WhatsApp,EMP-02,PV-006,Honda CB 190R,13990000,48,6,SI,credito,SI,Perdido
HX-01515,2026-04-25,WhatsApp,EMP-02,PV-006,Honda XRE 300,22900000,72,5,NO,credito,NO,Perdido
HX-01516,2026-04-19,Meta Ads,EMP-03,PV-012,Bajaj Boxer CT 100,5790000,72,3,NO,contado,NO,Perdido
HX-01517,2026-05-10,WhatsApp,EMP-01,PV-001,Bajaj Pulsar NS 160,11290000,,0,NO,no_informa,NO,Sin gestión
HX-01518,2026-03-17,WhatsApp,EMP-02,PV-010,AKT Dynamic R3 125,5590000,4,3,SI,credito,NO,Perdido
HX-01519,2026-06-07,Meta Ads,EMP-02,PV-006,Bajaj Discover 125,6990000,2,7,SI,credito,SI,Perdido
HX-01520,2026-04-11,Meta Ads,EMP-01,PV-003,Honda CB 190R,13990000,72,3,NO,credito,NO,Perdido
HX-01521,2026-07-27,Formulario Web,EMP-02,PV-007,Honda XRE 300,22900000,2,3,NO,credito,NO,Perdido
HX-01522,2026-03-07,WhatsApp,EMP-02,PV-010,Hero Eco Deluxe 100,4990000,8,2,SI,no_informa,NO,Perdido
HX-01523,2026-03-19,WhatsApp,EMP-03,PV-012,Suzuki Gixxer 150,11990000,1,5,NO,credito,SI,Perdido
HX-01524,2026-04-14,Formulario Web,EMP-01,PV-004,AKT TTR 200,9890000,72,1,NO,credito,NO,Perdido
HX-01525,2026-04-14,Formulario Web,EMP-03,PV-015,Suzuki Best 125,6590000,4,5,SI,credito,SI,Perdido
HX-01526,2026-04-22,WhatsApp,EMP-02,PV-010,Suzuki GN 125,7490000,,0,SI,credito,SI,Sin gestión
HX-01527,2026-03-14,Meta Ads,EMP-02,PV-009,Honda XRE 300,22900000,1,5,NO,no_informa,NO,Cerrado
HX-01528,2026-04-16,Meta Ads,EMP-03,PV-013,Hero Hunk 160R,10490000,72,7,NO_INFORMA,contado,NO,Perdido
HX-01529,2026-05-20,WhatsApp,EMP-02,PV-009,Bajaj Pulsar RS 200,15490000,0.5,2,NO,contado,NO,Perdido
HX-01530,2026-06-13,Formulario Web,EMP-03,PV-013,Suzuki V-Strom 250,21900000,1,4,NO_INFORMA,credito,NO,Perdido
HX-01531,2026-07-27,Meta Ads,EMP-01,PV-002,Honda XR 150L,11490000,24,6,NO_INFORMA,credito,NO,Perdido
HX-01532,2026-06-02,WhatsApp,EMP-03,PV-012,Bajaj Dominar 400,24900000,4,7,NO_INFORMA,no_informa,SI,Perdido
HX-01533,2026-07-27,WhatsApp,EMP-03,PV-015,Hero Eco Deluxe 100,4990000,0.5,5,SI,credito,NO,Perdido
HX-01534,2026-03-11,WhatsApp,EMP-02,PV-006,Honda Dio 110,6890000,24,2,NO,credito,SI,Perdido
HX-01535,2026-04-01,WhatsApp,EMP-03,PV-013,Bajaj Pulsar RS 200,15490000,48,4,NO,credito,NO,Perdido
HX-01536,2026-06-14,WhatsApp,EMP-01,PV-003,Honda XRE 300,22900000,0.5,3,NO,credito,NO,Perdido
HX-01537,2026-03-08,WhatsApp,EMP-03,PV-013,Suzuki Gixxer 150,11990000,1,6,SI,credito,NO,Perdido
HX-01538,2026-05-10,Formulario Web,EMP-02,PV-009,Honda CB 125F Twister,7990000,4,6,SI,contado,NO,Perdido
HX-01539,2026-06-11,Meta Ads,EMP-02,PV-009,AKT NKD 125,5290000,4,4,SI,credito,NO,Perdido
HX-01540,2026-03-24,WhatsApp,EMP-01,PV-004,Bajaj Dominar 400,24900000,48,4,NO,contado,NO,Perdido
HX-01541,2026-06-27,WhatsApp,EMP-02,PV-006,Suzuki V-Strom 250,21900000,48,5,NO_INFORMA,credito,NO,Perdido
HX-01542,2026-06-13,WhatsApp,EMP-01,PV-005,Honda Navi,7290000,24,7,NO,contado,NO,Perdido
HX-01543,2026-05-03,WhatsApp,EMP-01,PV-001,Bajaj Pulsar NS 125,8990000,16,6,SI,credito,NO,Perdido
HX-01544,2026-05-19,WhatsApp,EMP-03,PV-015,Hero Eco Deluxe 100,4990000,16,5,SI,contado,NO,Perdido
HX-01545,2026-03-08,WhatsApp,EMP-02,PV-010,Honda XR 150L,11490000,1,1,NO,credito,SI,Perdido
HX-01546,2026-04-09,WhatsApp,EMP-01,PV-003,Hero Dash 110,6290000,24,4,SI,credito,NO,Cerrado
HX-01547,2026-04-04,WhatsApp,EMP-01,PV-004,Suzuki Best 125,6590000,1,7,SI,no_informa,NO,Cerrado
HX-01548,2026-03-10,WhatsApp,EMP-01,PV-004,Bajaj Pulsar RS 200,15490000,,0,SI,credito,NO,Sin gestión
HX-01549,2026-06-15,WhatsApp,EMP-02,PV-008,Suzuki Gixxer 150,11990000,16,5,SI,credito,NO,Perdido
HX-01550,2026-04-22,Formulario Web,EMP-01,PV-001,Hero Xpulse 200,14990000,4,3,SI,contado,NO,Cerrado
HX-01551,2026-06-30,Formulario Web,EMP-03,PV-015,Hero Xpulse 200,14990000,,0,NO,credito,NO,Sin gestión
HX-01552,2026-06-10,Meta Ads,EMP-03,PV-011,Bajaj Boxer CT 100,5790000,1,5,NO_INFORMA,credito,NO,Perdido
HX-01553,2026-06-03,Meta Ads,EMP-01,PV-004,Bajaj Pulsar NS 125,8990000,1,4,NO_INFORMA,contado,NO,Perdido
HX-01554,2026-03-02,WhatsApp,EMP-01,PV-004,Hero Xpulse 200,14990000,1,1,SI,credito,NO,Perdido
HX-01555,2026-05-08,Meta Ads,EMP-02,PV-007,AKT NKD 125,5290000,8,7,NO_INFORMA,credito,SI,Perdido
HX-01556,2026-05-01,Formulario Web,EMP-02,PV-010,Suzuki V-Strom 250,21900000,8,2,SI,credito,SI,Perdido
HX-01557,2026-04-27,WhatsApp,EMP-03,PV-013,Hero Eco Deluxe 100,4990000,1,4,NO_INFORMA,credito,SI,Cerrado
HX-01558,2026-03-08,Meta Ads,EMP-03,PV-014,Honda Dio 110,6890000,48,1,NO,credito,NO,Cerrado
HX-01559,2026-06-09,WhatsApp,EMP-01,PV-002,Bajaj Dominar 400,24900000,,0,SI,credito,NO,Sin gestión
HX-01560,2026-06-10,WhatsApp,EMP-02,PV-010,Hero Dash 110,6290000,4,6,NO_INFORMA,no_informa,NO,Perdido
HX-01561,2026-03-01,Formulario Web,EMP-03,PV-011,Hero Hunk 160R,10490000,16,2,SI,no_informa,SI,Perdido
HX-01562,2026-03-20,Meta Ads,EMP-01,PV-005,Honda CB 125F Twister,7990000,,0,NO_INFORMA,credito,SI,Sin gestión
HX-01563,2026-04-02,WhatsApp,EMP-01,PV-001,Honda CB 125F Twister,7990000,48,7,SI,credito,NO,Perdido
HX-01564,2026-07-03,WhatsApp,EMP-03,PV-015,Bajaj Pulsar NS 125,8990000,1,4,SI,credito,SI,Perdido
HX-01565,2026-06-30,Meta Ads,EMP-03,PV-011,Hero Eco Deluxe 100,4990000,72,2,NO,credito,SI,Perdido
HX-01566,2026-05-14,Formulario Web,EMP-03,PV-015,Hero Xpulse 200,14990000,72,4,NO,credito,NO,Perdido
HX-01567,2026-07-25,Meta Ads,EMP-01,PV-002,Suzuki V-Strom 250,21900000,16,3,NO,credito,NO,Perdido
HX-01568,2026-04-23,WhatsApp,EMP-03,PV-013,Bajaj Discover 125,6990000,4,4,NO,contado,NO,Perdido
HX-01569,2026-03-08,WhatsApp,EMP-02,PV-009,Bajaj Pulsar NS 125,8990000,1,1,SI,contado,SI,Perdido
HX-01570,2026-05-23,WhatsApp,EMP-01,PV-002,Honda Dio 110,6890000,48,6,NO,contado,NO,Perdido
HX-01571,2026-04-17,WhatsApp,EMP-01,PV-004,Suzuki V-Strom 250,21900000,8,5,SI,no_informa,NO,Perdido
HX-01572,2026-04-26,Meta Ads,EMP-02,PV-008,Bajaj Pulsar NS 160,11290000,1,6,SI,credito,SI,Perdido
HX-01573,2026-06-01,WhatsApp,EMP-03,PV-012,Honda CB 125F Twister,7990000,24,3,NO_INFORMA,credito,NO,Perdido
HX-01574,2026-05-27,Formulario Web,EMP-01,PV-004,Bajaj Pulsar NS 125,8990000,8,7,SI,no_informa,NO,Perdido
HX-01575,2026-06-10,Formulario Web,EMP-01,PV-004,AKT Evo RS 150,7190000,24,2,NO,contado,NO,Perdido
HX-01576,2026-05-28,Meta Ads,EMP-01,PV-001,Honda CB 125F Twister,7990000,4,3,NO,credito,SI,Perdido
HX-01577,2026-06-28,Formulario Web,EMP-02,PV-009,Suzuki Gixxer 150,11990000,0.5,5,NO_INFORMA,no_informa,SI,Perdido
HX-01578,2026-05-26,WhatsApp,EMP-01,PV-001,Hero Dash 110,6290000,8,2,SI,credito,NO,Perdido
HX-01579,2026-03-29,Meta Ads,EMP-03,PV-011,Hero Eco Deluxe 100,4990000,1,3,NO_INFORMA,contado,NO,Cerrado
